CLIENT_ID;GENERO;EDAD;NSE;ESTADOCIVIL;DEPARTAMENTO;CAPDEUDA
662;F;56;1;;PUNO;50.58632411
663;F;36;1;;AYACUCHO;51.21509769
664;F;33;1;;TACNA;50.60547112
665;M;55;1;;MOQUEGUA;49.12093207
666;F;49;1;;LORETO;49.83194236
667;M;62;1;;UCAYALI;49.93406986
668;F;57;1;;ANCASH;49.64972788
669;F;61;1;;LA LIBERTAD;50.32516509
670;F;41;1;;PIURA;49.60986782
671;M;63;1;;AREQUIPA;50.44801398
672;M;57;1;;CUSCO;50.94838583
673;F;30;1;;AYACUCHO;50.34125776
674;M;43;1;;ICA;49.39416686
675;M;27;1;;ICA;49.53788214
676;F;34;1;;TACNA;50.5841406
677;F;46;1;;JUNIN;49.9539575
678;F;52;1;;PASCO;49.56209642
679;M;22;1;;JUNIN;49.26785013
680;M;18;1;;PASCO;49.55943738
681;F;63;1;;PASCO;50.93785877
682;M;62;1;;LIMA;50.25777876
683;M;46;1;;LIMA;48.18920315
684;F;44;1;;LIMA;50.87788196
685;F;43;1;;LIMA;49.91459916
686;F;47;1;;LIMA;49.12305967
687;F;58;1;;LIMA;52.1931641
688;F;47;1;;LIMA;49.47329658
689;M;39;1;;AREQUIPA;50.88656653
690;F;23;1;;AREQUIPA;50.63532416
691;M;30;1;;CUSCO;50.30342601
692;F;36;1;;CUSCO;48.91380758
693;F;52;1;;PUNO;49.69255777
694;F;18;1;;AYACUCHO;50.45259222
695;M;31;1;;TACNA;49.22855774
696;F;54;1;;MOQUEGUA;48.48029273
697;F;33;1;;LORETO;51.03327628
698;M;45;1;;UCAYALI;50.77998567
699;F;15;1;;ANCASH;50.07043585
700;F;50;1;;LA LIBERTAD;49.55213727
701;M;50;1;;PIURA;49.14508911
702;F;35;1;;AREQUIPA;49.45004664
703;F;22;1;;CUSCO;48.28603087
704;M;61;1;;AYACUCHO;50.82625052
705;M;29;1;;ICA;51.08326093
706;F;31;1;;ICA;49.83278398
707;M;17;1;;TACNA;49.85191047
708;M;42;1;;JUNIN;47.91907968
709;M;41;1;;PASCO;48.76006137
710;F;49;1;;JUNIN;50.18906451
711;F;23;1;;PASCO;50.2444312
712;M;51;1;;PASCO;50.68999526
713;M;57;1;;LIMA;50.32177667
714;F;39;1;;LIMA;50.4222517
715;F;18;1;;LIMA;50.43352598
716;M;50;1;;LIMA;50.64752497
717;F;25;1;;LIMA;50.13907137
718;M;55;1;;LIMA;50.34872924
719;F;29;1;;LIMA;49.88282115
720;M;56;1;;AREQUIPA;51.15854363
721;F;60;1;;AREQUIPA;49.17510387
722;M;17;1;;CUSCO;49.60213079
723;F;30;1;;CUSCO;50.45675298
724;F;23;1;;PUNO;50.25236626
725;F;30;1;;AYACUCHO;48.32011501
726;M;40;1;;TACNA;49.44444354
727;F;38;1;;MOQUEGUA;48.83649104
728;M;36;1;C;LORETO;50.53291414
729;F;45;1;;UCAYALI;51.22520936
730;F;46;1;;ANCASH;49.55181682
731;F;22;1;;LA LIBERTAD;50.36335104
732;M;42;1;;PIURA;51.65472453
733;M;28;1;;AREQUIPA;51.44097502
734;M;54;1;;CUSCO;50.31256223
735;F;32;1;;AYACUCHO;51.39172604
736;F;54;1;;ICA;48.44411269
737;F;42;1;;ICA;49.6727282
738;M;50;1;;TACNA;50.64374134
739;F;56;1;;JUNIN;50.27114401
740;M;60;1;;PASCO;48.94880643
741;M;38;1;;JUNIN;49.39343261
742;F;44;1;;PASCO;51.09034266
743;M;43;1;;PASCO;48.25817163
744;F;23;1;;LIMA;48.67749519
745;M;20;1;;LIMA;50.21388587
746;M;27;1;;LIMA;49.35799807
747;M;38;1;;LIMA;50.53198027
748;F;44;1;;LIMA;50.08821191
749;M;53;1;;LIMA;51.05989213
750;M;64;1;;LIMA;50.15910675
751;M;28;1;;AREQUIPA;50.56927165
752;M;45;1;;AREQUIPA;48.87409272
753;F;37;1;;CUSCO;49.92215429
754;F;59;1;;CUSCO;49.97252567
755;M;41;1;;PUNO;49.43281089
756;F;60;1;;AYACUCHO;48.76009898
757;F;64;1;;TACNA;50.75857251
758;F;46;1;;MOQUEGUA;49.85412219
759;F;15;1;;LORETO;49.52592852
760;F;49;1;;UCAYALI;48.48628875
761;F;53;1;;ANCASH;49.57532417
762;M;29;1;S;LA LIBERTAD;50.20374187
763;M;42;1;S;PIURA;50.01690932
764;F;26;1;S;AREQUIPA;50.15323678
765;M;25;1;S;CUSCO;51.38247333
766;F;46;1;S;AYACUCHO;49.53866888
767;M;27;1;S;ICA;51.11824706
768;F;34;1;S;ICA;48.98527532
769;M;27;1;S;TACNA;51.63353061
770;F;45;1;S;JUNIN;48.66365792
771;M;33;1;S;PASCO;50.88920906
772;F;39;1;S;JUNIN;49.72829428
773;M;43;1;S;PASCO;50.1393697
774;F;45;1;S;PASCO;50.03181495
775;M;48;1;;LIMA;50.98684828
776;F;46;1;;LIMA;49.29281128
777;M;60;1;;LIMA;50.64449471
778;F;26;1;;LIMA;49.58087519
779;F;34;1;;LIMA;49.9213653
780;M;31;1;;LIMA;50.19357206
781;F;54;1;;LIMA;50.76150784
782;M;48;1;;AREQUIPA;49.97492632
783;M;43;1;;AREQUIPA;49.43383094
784;M;28;1;;CUSCO;50.46626512
785;M;31;1;;CUSCO;51.75029472
786;F;38;1;;PUNO;48.2713016
787;F;19;1;;AYACUCHO;51.48425834
788;F;59;1;;TACNA;48.66128265
789;M;34;1;;MOQUEGUA;51.17741901
790;F;60;1;;LORETO;50.45052203
791;F;32;1;;UCAYALI;49.24706642
792;F;50;1;;ANCASH;49.50100266
793;M;45;1;;LA LIBERTAD;51.14519737
794;M;42;1;;PIURA;51.38893822
795;M;59;1;;AREQUIPA;49.35623441
796;M;51;1;;CUSCO;49.55037049
797;M;54;1;;AYACUCHO;48.85248637
798;F;59;1;;ICA;49.79628183
799;F;35;1;;ICA;50.92006968
800;M;17;1;;TACNA;49.77231922
801;F;38;1;;JUNIN;50.15312401
802;M;54;1;;PASCO;50.12684408
803;M;64;1;;JUNIN;49.13092454
804;M;63;1;;PASCO;49.96406044
805;M;51;1;;PASCO;48.87401132
806;F;43;1;;LIMA;50.43528093
807;M;23;1;;LIMA;48.50632319
808;F;43;1;;LIMA;48.78190183
809;F;55;1;;LIMA;50.36682336
810;M;22;1;;LIMA;49.1851646
811;M;25;1;;LIMA;49.72602117
812;M;52;1;;LIMA;48.96586807
813;F;15;1;;AREQUIPA;49.63617545
814;M;31;1;;AREQUIPA;49.96350404
815;F;43;1;;CUSCO;51.45870007
816;F;54;1;;CUSCO;48.63010007
817;F;36;1;;PUNO;49.45275748
818;F;26;1;;AYACUCHO;46.99980986
819;M;27;1;C;TACNA;50.29264738
820;M;28;1;C;MOQUEGUA;49.0044053
821;F;65;1;C;LORETO;48.67638491
822;F;39;1;C;UCAYALI;50.28053655
823;M;60;1;C;ANCASH;49.57432196
824;M;16;1;C;LA LIBERTAD;50.06021956
825;M;47;1;C;PIURA;48.388048
826;F;58;1;C;AREQUIPA;49.56581392
827;M;48;1;C;CUSCO;49.40400002
828;M;48;1;C;AYACUCHO;50.28855036
829;F;23;1;C;ICA;48.81586022
830;F;61;1;C;ICA;50.93545117
831;M;36;1;C;TACNA;49.27797796
832;M;63;1;C;JUNIN;49.27272873
833;F;50;1;C;PASCO;52.21047091
834;M;59;1;C;JUNIN;50.47374698
835;M;60;1;C;PASCO;47.96151949
836;F;29;1;C;PASCO;50.44757147
837;M;56;1;C;LIMA;50.50940454
838;M;35;1;C;LIMA;49.35254779
839;F;41;1;C;LIMA;49.40705994
840;F;51;1;C;LIMA;51.07654516
841;M;43;1;C;LIMA;50.27041201
842;F;37;1;C;LIMA;49.12526356
843;F;53;1;C;LIMA;49.97648248
844;M;57;1;C;AREQUIPA;50.87097046
845;M;39;1;C;AREQUIPA;50.1243009
846;F;15;1;C;CUSCO;50.30969596
847;F;21;1;C;CUSCO;50.62292941
848;F;18;1;C;PUNO;48.53697348
849;F;35;1;C;AYACUCHO;51.42153512
850;F;19;1;C;TACNA;49.75987644
851;M;23;1;C;MOQUEGUA;49.11733619
852;M;22;1;C;LORETO;49.14370062
853;M;42;1;C;UCAYALI;48.97237101
854;M;63;1;C;ANCASH;49.86418393
855;F;30;1;C;LA LIBERTAD;49.90295481
856;F;44;1;C;PIURA;48.89087008
857;M;41;1;C;AREQUIPA;49.66667213
858;F;50;1;C;CUSCO;49.67621533
859;F;52;1;C;AYACUCHO;51.13466971
860;F;61;1;C;ICA;50.51778612
861;F;44;1;C;ICA;50.20871974
862;M;55;1;C;TACNA;49.52120957
863;M;18;1;C;JUNIN;49.92598231
864;M;49;1;C;PASCO;51.00652362
865;F;32;1;C;JUNIN;49.29490867
866;F;42;1;C;PASCO;48.82226894
867;F;62;1;C;PASCO;49.46378248
868;F;26;1;C;LIMA;49.32649434
869;M;47;1;C;LIMA;50.48903332
870;M;48;1;C;LIMA;49.79369635
871;M;37;1;C;LIMA;48.36385418
872;F;48;1;C;LIMA;51.63014779
873;F;46;1;C;LIMA;51.66061858
874;F;21;1;C;LIMA;50.92251375
875;F;16;1;C;AREQUIPA;51.13673356
876;M;35;1;C;AREQUIPA;52.25320235
877;F;29;1;C;CUSCO;49.98903996
878;M;27;1;C;CUSCO;50.08141432
879;M;47;1;C;PUNO;48.96846398
880;M;30;1;C;AYACUCHO;49.28468741
881;M;30;1;C;TACNA;50.62535073
882;F;34;1;C;MOQUEGUA;50.53768794
883;F;54;1;C;LORETO;51.43583083
884;M;53;1;C;UCAYALI;50.59477242
885;F;28;1;C;ANCASH;49.80530071
886;F;33;1;C;LA LIBERTAD;51.27436823
887;F;41;1;C;PIURA;51.20640138
888;M;18;1;C;AREQUIPA;50.27346485
889;F;48;1;C;CUSCO;49.52462716
890;M;58;1;C;AYACUCHO;51.2812277
891;M;30;1;C;ICA;50.53613945
892;M;51;1;C;ICA;48.29620922
893;F;43;1;C;TACNA;48.29694961
894;M;46;1;C;JUNIN;50.66911295
895;F;64;1;C;PASCO;50.91676298
896;F;37;1;C;JUNIN;49.99064763
897;M;44;1;C;PASCO;50.16445625
898;F;16;1;C;PASCO;48.63837007
899;F;64;1;C;LIMA;49.12574943
900;F;29;1;C;LIMA;49.74092095
901;F;24;1;C;LIMA;50.85454144
902;F;21;1;C;LIMA;50.77385919
903;F;24;1;C;LIMA;50.54688218
904;F;30;1;C;LIMA;48.31985876
905;F;53;1;C;LIMA;48.75856431
906;M;36;1;C;AREQUIPA;49.04781342
907;M;15;1;C;AREQUIPA;50.39432096
908;F;23;1;C;CUSCO;49.76298563
909;F;43;1;C;CUSCO;50.96120376
910;M;29;1;C;PUNO;48.09222833
911;M;53;1;C;AYACUCHO;50.15058998
912;M;48;1;C;TACNA;48.59425399
913;M;44;1;C;MOQUEGUA;51.18523247
914;F;58;1;C;LORETO;50.34428116
915;M;31;1;C;UCAYALI;50.44745587
916;M;44;1;C;ANCASH;51.59985693
917;M;64;1;C;LA LIBERTAD;50.08345816
918;M;27;1;C;PIURA;48.65261784
919;M;20;1;C;AREQUIPA;49.77759701
920;M;42;1;C;CUSCO;50.06967358
921;M;51;1;C;AYACUCHO;50.23016397
922;M;61;1;C;ICA;50.7469992
923;M;17;1;C;ICA;50.15303053
924;M;35;1;C;TACNA;50.87223161
925;M;39;1;C;JUNIN;50.67240083
926;M;15;1;C;PASCO;51.23644861
927;M;44;1;C;JUNIN;50.66438396
928;M;24;1;C;PASCO;52.15750757
929;F;20;1;C;PASCO;50.86944691
930;F;44;1;C;LIMA;50.44044682
931;M;26;1;C;LIMA;48.23917614
932;M;19;1;C;LIMA;49.32317747
933;M;40;1;C;LIMA;49.73695581
934;M;32;1;C;LIMA;48.49491066
935;M;21;1;C;LIMA;51.86780791
936;F;61;1;C;LIMA;51.20671875
937;F;61;1;C;AREQUIPA;50.5013091
938;M;38;1;C;AREQUIPA;50.33183456
939;F;18;1;C;CUSCO;49.74340344
940;F;20;1;C;CUSCO;50.16326993
941;M;29;1;C;PUNO;49.69436239
942;F;46;1;C;AYACUCHO;50.82314643
943;F;63;1;C;TACNA;50.7580782
944;F;26;1;C;MOQUEGUA;50.50364143
945;F;51;1;;LORETO;49.19995451
946;F;59;1;;UCAYALI;50.39410589
947;F;22;1;;ANCASH;50.84727045
948;F;46;1;;LA LIBERTAD;50.94997224
949;F;27;1;;PIURA;50.76538324
950;M;25;1;;AREQUIPA;51.08277856
951;M;46;1;;CUSCO;49.19053443
952;M;33;1;;AYACUCHO;48.50106537
953;M;17;1;;ICA;51.76118937
954;M;56;1;;ICA;52.06668279
955;M;43;1;;TACNA;48.66671058
956;F;39;1;;JUNIN;50.30102887
957;M;47;1;;PASCO;49.72292035
958;F;38;1;;JUNIN;49.83502936
959;F;20;1;;PASCO;51.5421175
960;M;28;1;;PASCO;49.52124045
961;F;49;1;;LIMA;48.23714554
962;F;59;1;;LIMA;49.17470658
963;M;45;1;;LIMA;51.13314157
964;M;19;1;;LIMA;48.17150258
965;M;20;1;;LIMA;47.74111213
966;F;55;1;;LIMA;50.27357849
967;M;25;1;;LIMA;51.66738714
968;M;50;1;;AREQUIPA;49.82499291
969;F;31;1;;AREQUIPA;49.5682992
970;M;45;1;;CUSCO;50.53197187
971;M;27;1;;CUSCO;51.11734204
972;F;52;1;;PUNO;51.38070786
973;M;16;1;;AYACUCHO;49.93712605
974;F;53;1;;TACNA;49.58906625
975;M;17;1;;MOQUEGUA;50.8390644
976;F;36;1;;LORETO;50.39153265
977;M;35;1;;UCAYALI;51.11460011
978;M;59;1;;ANCASH;51.52281678
979;F;31;1;;LA LIBERTAD;49.17740475
980;M;16;1;;PIURA;49.35135821
981;F;29;1;;AREQUIPA;49.24227197
982;M;29;1;;CUSCO;48.47928531
983;F;52;1;;AYACUCHO;51.06895939
984;F;37;1;;ICA;50.98819348
985;M;36;1;;ICA;49.78431238
986;M;30;1;;TACNA;49.5740335
987;F;59;1;;JUNIN;50.85734377
988;F;37;1;;PASCO;50.5797124
989;F;35;1;;JUNIN;48.70874137
990;F;21;1;;PASCO;50.57811996
991;F;53;1;;PASCO;48.81006241
992;M;16;1;;LIMA;50.6003537
993;F;29;1;;LIMA;49.95572364
994;F;54;1;;LIMA;48.71189536
995;F;52;1;;LIMA;48.97332095
996;M;49;1;;LIMA;52.38127452
997;M;60;1;;LIMA;49.42356268
998;M;52;1;;LIMA;50.97689714
999;F;49;1;;AREQUIPA;50.32267466
1000;M;37;1;;AREQUIPA;48.40919886
1001;F;16;1;;CUSCO;50.86413966
1002;M;61;1;;CUSCO;50.2622978
1003;F;15;1;;PUNO;50.03568302
1004;M;42;1;;AYACUCHO;50.54075891
1005;M;28;1;;TACNA;50.11180237
1006;F;55;1;;MOQUEGUA;50.24077716
1007;F;32;1;;LORETO;51.21178661
1008;F;32;1;;UCAYALI;50.4695863
1009;F;56;1;;ANCASH;50.408276
1010;M;64;1;;LA LIBERTAD;50.50541094
1011;M;31;1;;PIURA;50.12366973
1012;F;59;1;;AREQUIPA;50.18889131
1013;M;64;1;;CUSCO;49.88940558
1014;F;31;1;;AYACUCHO;49.16572111
1015;F;22;1;;ICA;49.60989266
1016;M;60;1;;ICA;50.33047019
1017;M;57;1;;TACNA;49.04068034
1018;M;53;1;;JUNIN;49.78437671
1019;M;23;1;;PASCO;50.3472921
1020;F;48;1;;JUNIN;48.71322934
1021;F;29;1;;PASCO;49.90089017
1022;F;38;1;;PASCO;51.65776983
1023;M;43;1;;LIMA;49.56708637
1024;F;38;1;;LIMA;50.27980395
1025;F;55;1;;LIMA;50.40312894
1026;M;26;1;;LIMA;50.11414238
1027;M;25;1;;LIMA;51.49364637
1028;M;23;1;;LIMA;50.72276494
1029;M;15;1;;LIMA;49.80616538
1030;F;44;1;;AREQUIPA;51.51836309
1031;M;45;1;;AREQUIPA;50.33987404
1032;F;35;1;;CUSCO;50.37396942
1033;F;24;1;;CUSCO;51.43192674
1034;F;31;1;;PUNO;51.92203827
1035;M;44;1;;AYACUCHO;50.56454986
1036;F;28;1;;TACNA;49.81389527
1037;F;43;1;;MOQUEGUA;49.01141481
1038;F;35;1;;LORETO;50.83978553
1039;M;56;1;;UCAYALI;51.23325375
1040;M;57;1;;ANCASH;49.02779202
1041;F;34;1;;LA LIBERTAD;50.41803762
1042;M;19;1;;PIURA;49.491603
1043;F;19;1;;AREQUIPA;50.98734262
1044;F;53;1;;CUSCO;48.78353101
1045;M;16;1;;AYACUCHO;51.826339
1046;M;19;1;;ICA;51.49031019
1047;M;49;1;;ICA;49.05655631
1048;M;26;1;;TACNA;49.69699128
1049;F;21;1;;JUNIN;48.41350503
1050;M;32;1;;PASCO;51.54259127
1051;F;28;1;;JUNIN;50.76935907
1052;M;31;1;;PASCO;50.22097278
1053;F;29;1;;PASCO;49.78356185
1054;F;30;1;;LIMA;49.72263585
1055;F;65;1;;LIMA;49.16807685
1056;F;61;1;;LIMA;51.35419596
1057;F;58;1;;LIMA;49.65885481
1058;M;47;1;;LIMA;50.74383686
1059;F;26;1;;LIMA;50.23109798
1060;M;34;1;;LIMA;50.53027981
1061;F;34;1;;AREQUIPA;48.44700861
1062;F;20;1;;AREQUIPA;49.27591249
1063;F;34;1;;CUSCO;49.65216521
1064;M;37;1;;CUSCO;50.50080305
1065;M;60;1;;PUNO;51.31202451
1066;M;16;1;;AYACUCHO;49.5737024
1067;F;21;1;;TACNA;50.58138957
1068;F;53;1;;MOQUEGUA;50.88609094
1069;M;31;1;;LORETO;49.8633802
1070;M;53;1;;UCAYALI;49.88021006
1071;M;52;1;;ANCASH;51.2802797
1072;F;63;1;;LA LIBERTAD;49.44948006
1073;M;49;1;;PIURA;50.19163298
1074;F;60;1;;AREQUIPA;51.66312513
1075;F;64;1;;CUSCO;51.14292558
1076;M;61;1;;AYACUCHO;49.42755602
1077;F;57;1;;ICA;49.87139111
1078;M;61;1;;ICA;49.90020887
1079;M;26;1;;TACNA;51.73062638
1080;F;44;1;;JUNIN;49.21778644
1081;M;57;1;;PASCO;48.51413314
1082;F;33;1;;JUNIN;51.56768053
1083;F;62;1;;PASCO;51.60494837
1084;F;65;1;;PASCO;49.6410705
1085;M;45;1;;LIMA;48.68336974
1086;F;30;1;;LIMA;50.63597535
1087;F;63;1;;LIMA;49.59705209
1088;M;20;1;;LIMA;50.85331531
1089;M;16;1;;LIMA;50.24684232
1090;M;43;1;;LIMA;49.25860421
1091;M;51;1;;LIMA;51.05960697
1092;F;51;1;;AREQUIPA;50.12893165
1093;F;27;1;;AREQUIPA;49.56575213
1094;M;59;1;;CUSCO;49.83101456
1095;M;52;1;;CUSCO;50.2598852
1096;M;57;1;;PUNO;48.77100401
1097;M;48;1;;AYACUCHO;49.62758471
1098;F;17;1;;TACNA;50.18054548
1099;F;28;1;;MOQUEGUA;49.78749138
1100;F;22;1;;LORETO;49.88514345
1101;M;21;1;;UCAYALI;49.04123208
1102;M;31;1;;ANCASH;50.65040319
1103;M;40;1;;LA LIBERTAD;49.58435762
1104;M;22;1;;PIURA;49.71156903
1105;F;62;1;;AREQUIPA;50.1339919
1106;F;54;1;;CUSCO;49.56004507
1107;M;24;1;;AYACUCHO;50.73658271
1108;F;16;1;;ICA;50.61144239
1109;F;31;1;;ICA;50.24587581
1110;M;30;1;;TACNA;49.8929191
1111;M;16;1;;JUNIN;51.65547378
1112;M;31;1;;PASCO;50.70248219
1113;F;38;1;;JUNIN;50.62343506
1114;F;62;1;;PASCO;51.12325845
1115;M;27;1;;PASCO;48.09510882
1116;M;39;1;;LIMA;48.99959919
1117;F;56;1;;LIMA;47.49759202
1118;M;49;1;;LIMA;51.0549722
1119;F;25;1;;LIMA;49.13359007
1120;F;17;1;;LIMA;50.15005494
1121;M;23;1;;LIMA;50.935158
1122;M;53;1;;LIMA;52.05336128
1123;M;53;1;;AREQUIPA;50.6483546
1124;M;39;1;;AREQUIPA;50.82231554
1125;M;24;1;;CUSCO;49.60933843
1126;F;19;1;;CUSCO;50.780812
1127;M;19;1;;PUNO;49.72375063
1128;M;20;1;;AYACUCHO;49.08901127
1129;M;41;1;;TACNA;48.88846854
1130;M;32;1;;MOQUEGUA;50.72785401
1131;F;45;1;;LORETO;50.92018215
1132;F;44;1;;UCAYALI;50.15571029
1133;F;24;1;;ANCASH;49.89908693
1134;M;42;1;;LA LIBERTAD;48.55612564
1135;F;30;1;;PIURA;52.20242993
1136;M;53;1;;AREQUIPA;49.39583441
1137;M;44;1;;CUSCO;52.18412492
1138;M;63;1;;AYACUCHO;49.31561833
1139;M;44;1;;ICA;48.76231997
1140;F;40;1;;ICA;50.09563586
1141;F;60;1;;TACNA;51.16263132
1142;M;65;1;;JUNIN;51.7457398
1143;F;23;1;;PASCO;50.83968131
1144;F;53;1;;JUNIN;48.87076566
1145;M;32;1;;PASCO;50.23960911
1146;M;65;1;;PASCO;50.48436181
1147;M;59;1;;LIMA;49.22554858
1148;F;36;1;;LIMA;49.98325586
1149;M;38;1;;LIMA;50.80607734
1150;M;30;1;;LIMA;49.68629597
1151;F;26;1;;LIMA;49.73456464
1152;F;49;1;;LIMA;49.20110378
1153;F;29;1;;LIMA;51.23135043
1154;F;44;1;;AREQUIPA;49.8062539
1155;F;32;1;;AREQUIPA;49.85872797
1156;M;41;1;;CUSCO;49.35298431
1157;F;18;1;;CUSCO;49.35893511
1158;M;25;1;;PUNO;50.25879495
1159;M;48;1;;AYACUCHO;49.48121548
1160;F;57;1;;TACNA;50.13980389
1161;M;42;1;;MOQUEGUA;50.13363859
1162;M;55;1;;LORETO;50.21458788
1163;M;39;1;;UCAYALI;50.63433398
1164;M;34;1;;ANCASH;49.19482308
1165;M;15;1;;LA LIBERTAD;50.92294775
1166;F;53;1;;PIURA;49.72975212
1167;F;15;1;;AREQUIPA;49.21488039
1168;F;41;1;;CUSCO;50.44181858
1169;F;35;1;;AYACUCHO;49.49151397
1170;M;40;1;;ICA;51.31828114
1171;F;65;1;;ICA;50.45256054
1172;F;22;1;;TACNA;51.58095317
1173;M;33;1;;JUNIN;50.96559882
1174;M;17;1;;PASCO;50.23695811
1175;F;57;1;;JUNIN;51.92730769
1176;F;45;1;;PASCO;50.23349346
1177;F;34;1;;PASCO;51.82705289
1178;F;54;1;;LIMA;50.10866914
1179;M;50;1;;LIMA;49.92267229
1180;F;35;1;;LIMA;48.90876746
1181;F;18;1;;LIMA;50.69970843
1182;F;57;1;;LIMA;50.34698866
1183;F;26;1;;LIMA;50.54289662
1184;F;37;1;;LIMA;48.2389172
1185;F;34;1;;AREQUIPA;50.33567345
1186;M;27;1;;AREQUIPA;49.81992625
1187;M;60;1;;CUSCO;50.31608015
1188;F;26;1;;CUSCO;49.39252576
1189;F;43;1;;PUNO;50.19725161
1190;F;25;1;;AYACUCHO;50.25266977
1191;M;36;1;;TACNA;49.94709173
1192;M;31;1;;MOQUEGUA;49.88153179
1193;M;60;1;;LORETO;52.72107437
1194;M;32;1;;UCAYALI;48.89653353
1195;M;15;1;;ANCASH;49.6223261
1196;M;20;1;;LA LIBERTAD;49.42201761
1197;F;52;1;;PIURA;47.95833374
1198;F;35;1;;AREQUIPA;48.76211742
1199;F;57;1;;CUSCO;50.35001233
1200;F;56;1;;AYACUCHO;50.00253053
1201;F;45;1;;ICA;48.45645833
1202;M;39;1;;ICA;49.18097859
1203;M;31;1;;TACNA;49.64426471
1204;F;45;1;;JUNIN;49.11080503
1205;M;50;1;;PASCO;49.8894864
1206;F;64;1;;JUNIN;49.07314901
1207;F;59;1;;PASCO;50.52693326
1208;F;46;1;;PASCO;49.9824987
1209;M;15;1;;LIMA;48.92603756
1210;M;39;1;;LIMA;48.49560598
1211;F;31;1;;LIMA;50.03641159
1212;M;43;1;;LIMA;52.32228767
1213;F;49;1;;LIMA;49.17334543
1214;F;39;1;;LIMA;50.20156186
1215;F;63;1;;LIMA;50.86612779
1216;F;56;1;;AREQUIPA;47.90803728
1217;F;19;1;;AREQUIPA;48.81761143
1218;M;38;1;;CUSCO;49.86957555
1219;M;28;1;;CUSCO;49.49046265
1220;M;46;1;;PUNO;50.36211097
1221;F;20;1;;AYACUCHO;50.30737397
1222;F;59;1;;TACNA;48.26055968
1223;;55;1;;MOQUEGUA;49.03812313
1224;;38;1;;LORETO;48.8973814
1225;;55;1;;UCAYALI;50.86349083
1226;;45;1;;ANCASH;50.51390219
1227;;59;1;;LA LIBERTAD;49.26594084
1228;;28;1;;PIURA;50.62122134
1229;;44;1;;AREQUIPA;50.74077369
1230;F;26;1;;CUSCO;51.18610393
1231;F;37;1;;AYACUCHO;50.7507971
1232;F;44;1;;ICA;50.20753742
1233;F;46;1;;ICA;51.17417609
1234;M;44;1;;TACNA;49.41005318
1235;M;16;1;;JUNIN;48.53630442
1236;M;50;1;;PASCO;50.81595476
1237;F;20;1;;JUNIN;49.21238499
1238;M;36;1;;PASCO;49.1878019
1239;F;61;1;;PASCO;49.66011663
1240;F;29;1;;LIMA;48.12269237
1241;F;56;1;;LIMA;52.53134469
1242;M;43;1;;LIMA;51.18515133
1243;M;64;1;;LIMA;49.2361491
1244;M;34;1;;LIMA;50.4215173
1245;M;40;1;;LIMA;48.76778997
1246;M;51;1;;LIMA;50.40720577
1247;M;46;1;;AREQUIPA;48.65442327
1248;M;37;1;;AREQUIPA;50.63847425
1249;M;31;1;;CUSCO;49.36001837
1250;M;65;1;;CUSCO;50.28360521
1251;F;43;1;;PUNO;48.64836275
1252;M;59;1;;AYACUCHO;51.1780844
1253;F;43;1;;TACNA;48.66279187
1254;M;35;1;;MOQUEGUA;51.28062434
1255;F;23;1;;LORETO;49.14309562
1256;M;54;1;;UCAYALI;50.14404146
1257;F;47;1;;ANCASH;49.94795667
1258;F;58;1;;LA LIBERTAD;50.2861105
1259;F;47;1;;PIURA;48.8381835
1260;M;65;1;;AREQUIPA;50.32807587
1261;F;38;1;;CUSCO;51.44744455
1262;F;44;1;;AYACUCHO;49.75318918
1263;M;33;1;;ICA;47.38255332
1264;M;20;1;;ICA;49.07858347
1265;M;65;1;;TACNA;49.28494742
1266;M;30;1;;JUNIN;48.20487543
1267;F;40;1;;PASCO;50.83871157
1268;M;15;1;;JUNIN;50.31742207
1269;M;41;1;;PASCO;49.27234955
1270;M;26;1;;PASCO;47.3562299
1271;F;51;1;;LIMA;49.25330809
1272;M;56;1;;LIMA;51.00900972
1273;F;65;1;;LIMA;49.46664864
1274;M;18;1;;LIMA;48.40023969
1275;M;43;1;;LIMA;49.00542493
1276;F;50;1;;LIMA;50.56751913
1277;M;41;1;;LIMA;50.71923312
1278;F;48;1;;AREQUIPA;49.40905672
1279;M;33;1;;AREQUIPA;51.14843204
1280;M;36;1;;CUSCO;50.27324395
1281;F;39;1;;CUSCO;49.12771958
1282;F;35;1;;PUNO;47.83667593
1283;M;40;1;;AYACUCHO;50.49645759
1284;F;39;1;;TACNA;50.65128681
1285;F;64;1;;MOQUEGUA;50.07954561
1286;F;58;1;;LORETO;50.70547215
1287;M;19;1;;UCAYALI;49.33125802
1288;F;45;1;;ANCASH;49.64902246
1289;F;46;1;;LA LIBERTAD;49.41336067
1290;F;37;1;;PIURA;48.30813921
1291;F;55;1;;AREQUIPA;49.94448072
1292;F;62;1;;CUSCO;49.79180852
1293;M;53;1;;AYACUCHO;49.16948914
1294;F;56;1;;ICA;49.80521056
1295;M;58;1;;ICA;50.66657157
1296;F;53;1;;TACNA;50.95949049
1297;M;57;1;;JUNIN;52.56203704
1298;F;56;1;;PASCO;51.06364298
1299;F;36;1;;JUNIN;51.52625637
1300;F;40;1;;PASCO;50.00289253
1301;F;46;1;;PASCO;51.21142624
1302;M;59;1;;LIMA;49.73414793
1303;M;29;1;;LIMA;50.56166897
1304;F;36;1;;LIMA;48.05423217
1305;F;48;1;;LIMA;50.58784509
